Level,WL,Hanzi,Pinyin,Sino_Vietnamese,Traditional,Freq,Examples,Viet_Meaning,English_Meaning,,,,,,,,,,,,,,,,,,,,,,,
3,3,胜,shèng,"thắng, thăng",勝,10,胜 胜利 战胜 胜负 名胜,"Ðược, đánh được quân giặc gọi là thắng",victory, success, to beat, to defeat, to surpass, victorious, superior to, to get the better of, better than, surpassing, superb (of vista), beautiful (scenery), wonderful (view), (Taiwan pr. [shēng]) able to bear, equal to (a task),,,,,,,,,
3,3,失,shī,thất,失,29,失去 消失 失败 失望 失业,Mất,,,,,,,,,,,,,,,,,,,,,,,,
3,3,石,shí,thạch,石,9,石头 石油 宝石 化石 礁石,Ðá,,,,,,,,,,,,,,,,,,,,,,,,
3,3,始,shǐ,"thủy, thí",始,5,开始 始终 原始 创始人 自始至终,"Mới, trước",,,,,,,,,,,,,,,,,,,,,,,,
3,3,世,shì,thế,世,14,去世 世纪 世界 世界杯 全世界,"Ðời, ba mươi năm là một đời, hết đời cha đến đời con cũng gọi là một đời",,,,,,,,,,,,,,,,,,,,,,,,
3,3,式,shì,thức,式,13,方式 形式 正式 闭幕式 公式,Phép,type, form, pattern, style,,,,,,,,,,,,,,,,,,,,
3,3,似,shì,tự,似,9,类似 相似 似的 似乎 好似,Giống như,,,,,,,,,,,,,,,,,,,,,,,,
3,3,势,shì,thế,勢,17,优势 趋势 形势 势力 强势,"Thế, chỉ về cái sức hành động",,,,,,,,,,,,,,,,,,,,,,,,
3,3,首,shǒu,"thủ, thú",首,16,首都 首先 首 首次 首脑,Đầu,"head; chief; first (occasion, thing etc); classifier for poems, songs etc",,,,,,,,,,,,,,,,,,,,,,,
3,2,输,shū,"thâu, thú",輸,10,输 输入 运输 输出 传输,"Chuyển vần, lấy xe vận tải đồ đi",to lose, to be beaten, (bound form) to transport, (literary) to donate, to contribute, (coll.) to enter (a password),,,,,,,,,,,,,,,,,,
3,3,属,shǔ,"chúc, thuộc, chú",屬,11,家属 属 属于 亲属 非金属,"Liền, nối",category, genus (taxonomy), family members, dependents, to belong to, subordinate to, affiliated with, be born in the year of (one of the 12 animals), to be, to prove to be, to constitute,,,,,,,,,,,,,
3,3,术,shù,thuật,術,12,技术 美术 武术 艺术 手术,"Nghề thuật, kẻ có nghề riêng đi các nơi kiếm tiền gọi là thuật sĩ 術士",,,,,,,,,,,,,,,,,,,,,,,,
3,3,束,shù,"thúc, thú",束,5,结束 束 约束 拘束 束缚,"Buộc, bó lại",surname Shu,,,,,,,,,,,,,,,,,,,,,,,
3,3,双,shuāng,song,雙,10,双 双方 双手 双打 举世无双,Cũng như chữ 雙,surname Shuang,,,,,,,,,,,,,,,,,,,,,,,
3,3,死,sǐ,tử,死,5,死 死亡 生死 死心 死心塌地,Chết,to die, impassable, uncrossable, inflexible, rigid, extremely, damned,,,,,,,,,,,,,,,,,
3,3,速,sù,tốc,速,13,高速 高速公路 快速 速度 迅速,Nhanh chóng,,,,,,,,,,,,,,,,,,,,,,,,
3,3,台,tái,"thai, đài, di",臺/台/颱/檯,23,电视台 电台 台 舞台 窗台,Sao thai,Taiwan (abbr.), surname Tai,,,,,,,,,,,,,,,,,,,,,,
3,2,谈,tán,đàm,談,15,谈 谈话 谈判 会谈 座谈会,"Bàn bạc, hai bên cùng nhau bàn bạc sự vật lung tung đều gọi là đàm",surname Tan,,,,,,,,,,,,,,,,,,,,,,,
3,2,汤,tāng,"thang, sương, thãng",湯,2,汤 汤圆,Nước nóng,surname Tang,,,,,,,,,,,,,,,,,,,,,,,
3,3,糖,táng,đường,糖,6,糖 口香糖 砂糖 糖果 糖尿病,"Ðường, ngày xưa dùng lúa chế ra đường tức là kẹo mạ",sugar, sweets, candy,,,,,,,,,,,,,,,,,,,,,
3,3,甜,tián,điềm,甜,5,甜 酸甜苦辣 甜美 甜蜜 甜头,Vị ngọt,sweet,,,,,,,,,,,,,,,,,,,,,,,
3,3,跳,tiào,khiêu,跳,9,跳 跳高 跳舞 跳远 跳水,Nhảy,to jump, to hop, to skip over, to bounce, to palpitate,,,,,,,,,,,,,,,,,,,
3,2,痛,tòng,thống,痛,7,痛 痛苦 痛快 疼痛 悲痛,Ðau đón,ache, pain, sorrow, deeply, thoroughly,,,,,,,,,,,,,,,,,,,
3,3,突,tū,đột,突,8,突出 突然 冲突 突破 突发,"Chợt, thốt nhiên",,,,,,,,,,,,,,,,,,,,,,,,
3,2,土,tǔ,"thổ, độ, đỗ",土,12,土 土地 土豆 本土 出土,Ðất,Tu (ethnic group), surname Tu,,,,,,,,,,,,,,,,,,,,,,
3,3,团,tuán,đoàn,團,14,代表团 团 团结 团体 集团,Hình tròn,"round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)",,,,,,,,,,,,,,,,,,,,,,,
3,3,退,tuì,"thối, thoái",退,14,退 退出 退休 退票 辞退,Lui,to retreat, to withdraw, to reject, to return (sth), to decline,,,,,,,,,,,,,,,,,,,
3,2,望,wàng,vọng,望,21,希望 愿望 看望 失望 绝望,Trông xa,full moon, to hope, to expect, to visit, to gaze (into the distance), to look towards, towards,,,,,,,,,,,,,,,,,
3,3,危,wēi,nguy,危,6,危害 危险 危机 乘人之危 危及,"Cao, ở nơi cao mà ghê sợ gọi là nguy",,,,,,,,,,,,,,,,,,,,,,,,
3,3,围,wéi,vi,圍,9,范围 围 周围 围巾 包围,Vây quanh,surname Wei,,,,,,,,,,,,,,,,,,,,,,,
3,3,伟,wěi,vĩ,偉,3,伟大 雄伟 宏伟,"Lạ, lớn",,,,,,,,,,,,,,,,,,,,,,,,
3,3,卫,wèi,vệ,衛,8,卫生 卫生间 保卫 卫星 防卫,Tục dùng như chữ 衞,,,,,,,,,,,,,,,,,,,,,,,,
3,3,握,wò,ác,握,4,把握 握手 握 掌握,"Cầm, nắm",to hold, to grasp, to clench (one's fist), (bound form) to have in one's control, classifier: a handful,,,,,,,,,,,,,,,,,,,
3,3,屋,wū,ốc,屋,4,房屋 屋子 屋 屋顶,Nhà ở,(bound form) house, (bound form) room,,,,,,,,,,,,,,,,,,,,,,
3,3,武,wǔ,"vũ, võ",武,5,武器 武术 核武器 武力 武装,"Võ, đối lại với văn 文",,,,,,,,,,,,,,,,,,,,,,,,
3,3,舞,wǔ,vũ,舞,7,跳舞 舞台 舞 舞蹈 歌舞,"Múa, cầm cái quạt hay cái nhịp múa theo âm nhạc gọi là vũ",to dance, to wield, to brandish,,,,,,,,,,,,,,,,,,,,,
3,2,误,wù,ngộ,誤,10,错误 误会 失误 误解 误,Lầm,mistake, error, to miss, to harm, to delay, to neglect, mistakenly,,,,,,,,,,,,,,,,,
3,3,希,xī,hy,希,1,希望,Ít,,,,,,,,,,,,,,,,,,,,,,,,
3,3,戏,xì,"hí, hô, huy",戲,8,游戏 戏 戏剧 戏曲 游戏机,Ðùa bỡn,variant of 戏,,,,,,,,,,,,,,,,,,,,,,,
3,3,显,xiǎn,hiển,顯,13,明显 显得 显然 显示 显著,Rõ rệt,to make visible, to reveal, prominent, conspicuous, (prefix) phanero-,,,,,,,,,,,,,,,,,,,
3,3,险,xiǎn,hiểm,險,10,保险 风险 危险 险 化险为夷,Hiểm trở,danger, dangerous, rugged,,,,,,,,,,,,,,,,,,,,,
3,3,线,xiàn,tuyến,線,23,路线 线 光线 线索 直线,Chỉ khâu,variant of 线,,,,,,,,,,,,,,,,,,,,,,,
3,3,乡,xiāng,hương,鄉,9,故乡 家乡 乡 乡村 城乡,Tục dùng như chữ hương 鄕,country or countryside, native place, home village or town, township (PRC administrative unit),,,,,,,,,,,,,,,,,,,,
3,2,香,xiāng,hương,香,9,香 香蕉 香肠 口香糖 香料,Hơi thơm,fragrant, sweet smelling, aromatic, savory or appetizing, (to eat) with relish, (of sleep) sound, perfume or spice, joss or incense stick,,,,,,,,,,,,,,,,
3,,箱,xiāng,"tương, sương",箱,7,邮箱 冰箱 箱 箱子 信箱,"Cái hòm xe, trong xe đóng một cái ngăn để chứa đồ gọi là xa tương 車箱",box, trunk, chest,,,,,,,,,,,,,,,,,,,,,
3,2,象,xiàng,tượng,象,12,对象 现象 形象 印象 想象,Con voi,,,,,,,,,,,,,,,,,,,,,,,,
3,3,消,xiāo,tiêu,消,16,取消 消费 消失 消息 消化,"Mất đi, hết",to diminish, to subside, to consume, to reduce, to idle away (the time), (after 不 or 只 or 何 etc) to need, to require, to take,,,,,,,,,,,,,,,,
3,3,效,xiào,hiệu,效,18,效果 有效 效率 成效 无效,"Học đòi, bắt chước",,,,,,,,,,,,,,,,,,,,,,,,
3,2,血,xuè,huyết,血,15,血 血管 血液 出血 高血压,Máu,blood, colloquial pr. [xiě],,,,,,,,,,,,,,,,,,,,,,
3,3,形,xíng,hình,形,21,形成 形式 形象 形状 形容,Hình thể,to appear, to look, form, shape,,,,,,,,,,,,,,,,,,,,
3,3,幸,xìng,hạnh,幸/倖,10,幸福 幸运 不幸 庆幸 荣幸,"May, hạnh phúc",,,,,,,,,,,,,,,,,,,,,,,,
3,3,性,xìng,tính,性,36,个性 性 积极性 性别 性格,"Tính, là một cái lẽ chân chính trời bẩm phú cho người","nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence",,,,,,,,,,,,,,,,,,,,,,,
3,3,修,xiū,tu,修,18,修 修改 维修 修理 装修,"Sửa, sửa cho hay tốt gọi là tu",surname Xiu,,,,,,,,,,,,,,,,,,,,,,,
3,2,需,xū,nhu,需,6,需求 需要 必需 急需 内需,Ðợi,to require, to need, to want, necessity, need,,,,,,,,,,,,,,,,,,,
3,3,续,xù,tục,續,11,持续 继续 连续 连续剧 手续,"Liền nối, đứt rồi lại nối liền gọi là tục",to continue, to replenish,,,,,,,,,,,,,,,,,,,,,,
3,3,宣,xuān,tuyên,宣,9,宣布 宣传 宣称 宣读 宣告,To lớn,,,,,,,,,,,,,,,,,,,,,,,,
3,3,训,xùn,huấn,訓,5,训练 教训 培训 培训班 训,Dạy dỗ,to teach, to train, to admonish, instruction (from superiors), teachings, rule,,,,,,,,,,,,,,,,,,
3,2,压,yā,áp,壓,13,压 压力 压迫 高血压 高压,Ðè ép,to press, to push down, to keep under (control), pressure,,,,,,,,,,,,,,,,,,,,
3,3,烟,yān,yên,煙,8,烟 抽烟 吸烟 烟花 戒烟,Cũng như chữ yên 煙,cigarette or pipe tobacco, smoke, mist, vapour, tobacco plant, (of the eyes) to be irritated by smoke,,,,,,,,,,,,,,,,,,
3,3,演,yǎn,diễn,演,24,表演 导演 演 演唱 演唱会,"Diễn ra, sự gì nhân cái này được cái kia, có thể y theo cái lẽ tự nhiên mà suy ra đều gọi là diễn",to develop, to evolve, to practice, to perform, to play, to act,,,,,,,,,,,,,,,,,,
3,2,验,yàn,nghiệm,驗,12,经验 考验 实验 实验室 试验,Chứng nghiệm,variant of 验,,,,,,,,,,,,,,,,,,,,,,,
3,2,羊,yáng,dương,羊,2,羊 亡羊补牢,Con dê,surname Yang,,,,,,,,,,,,,,,,,,,,,,,
3,3,义,yì,nghĩa,義,18,意义 含义 义务 正义 名义,"Sự phải chăng, lẽ phải chăng, nên",,,,,,,,,,,,,,,,,,,,,,,,
3,3,艺,yì,nghệ,藝,10,艺术 工艺 工艺品 文艺 文艺界,"Nghề, tài năng, học vấn, kỹ thuật đều gọi là nghệ",,,,,,,,,,,,,,,,,,,,,,,,
3,3,议,yì,nghị,議,17,会议 建议 议论 协议 协议书,"Bàn, bàn về sự lý để phân biệt phải trái gọi là luận 論, bàn về sự lý để định việc nên hay không gọi là nghị 議",to comment on, to discuss, to suggest,,,,,,,,,,,,,,,,,,,,,
3,3,易,yì,"dịch, dị",易,11,交易 容易 轻易 不易 贸易,"Ðổi, hai bên lấy tiền hay lấy đồ mà đổi cho nhau gọi là mậu dịch 貿易",,,,,,,,,,,,,,,,,,,,,,,,
3,3,营,yíng,"doanh, dinh",營,10,经营 营养 营业 私营 夏令营,"Dinh quân, cứ 500 quân gọi là một doanh",,,,,,,,,,,,,,,,,,,,,,,,
3,,赢,yíng,doanh,贏,4,赢 赢得 双赢 赢家,"Thừa thãi, kiếm được lời nhiều gọi là doanh",to beat, to win, to profit,,,,,,,,,,,,,,,,,,,,,
3,3,泳,yǒng,vịnh,泳,2,游泳 游泳池,"Lặn, đi ngầm dưới đáy nước",,,,,,,,,,,,,,,,,,,,,,,,
3,3,优,yōu,ưu,優,13,优点 优势 优良 优美 优秀,Nhiều,excellent, superior,,,,,,,,,,,,,,,,,,,,,,
3,3,邮,yóu,bưu,郵,8,电子邮件 邮件 邮票 邮箱 邮局,Nhà trạm,,,,,,,,,,,,,,,,,,,,,,,,
3,3,预,yù,dự,預,22,预报 预防 预计 预习 预测,"Sẵn, cùng nghĩa với chữ dự 豫",,,,,,,,,,,,,,,,,,,,,,,,
3,3,员,yuán,"viên, vân",員,27,成员 队员 公务员 会员 人员,Số quan,person, employee, member,,,,,,,,,,,,,,,,,,,,,
3,2,约,yuē,ước,約,18,大约 节约 约 约会 签约,"Thắt, bó",to weigh in a balance or on a scale,,,,,,,,,,,,,,,,,,,,,,,
3,3,杂,zá,tạp,雜,7,复杂 杂志 杂 错综复杂 杂技,Lẫn lộn,variant of 杂,,,,,,,,,,,,,,,,,,,,,,,
3,3,造,zào,"tạo, tháo",造,21,创造 改造 造 造成 制造,"(11 n) 1 : Gây nên, làm nên",to make, to build, to manufacture, to invent, to fabricate, to go to, party (in a lawsuit or legal agreement), crop, classifier for crops,,,,,,,,,,,,,,,
3,3,责,zé,"trách, trái",責,10,负责 责任 负责人 指责 职责,"Mong cầu, phận sự phải làm mà cầu cho tất phải làm cho trọn gọi là trách",,,,,,,,,,,,,,,,,,,,,,,,
3,3,展,zhǎn,triển,展,16,发展 进展 开展 展开 扩展,"Giải, mở",,,,,,,,,,,,,,,,,,,,,,,,
3,2,张,zhāng,"trương, trướng",張,12,紧张 张 主张 东张西望 慌张,Dương,surname Zhang,,,,,,,,,,,,,,,,,,,,,,,
3,3,章,zhāng,chương,章,8,文章 章 出口成章 顺理成章 违章,"Văn chương, chương mạch",surname Zhang,,,,,,,,,,,,,,,,,,,,,,,
3,3,争,zhēng,"tranh, tránh",爭,17,争 争取 战争 争论 竞争,"Tranh giành, cãi cọ",to strive for, to vie for, to argue or debate, deficient or lacking (dialect), how or what (literary),,,,,,,,,,,,,,,,,,,
3,3,整,zhěng,chỉnh,整,15,调整 完整 整 整个 整理,"Ðều, ngay ngắn",exactly, in good order, whole, complete, entire, in order, orderly, to repair, to mend, to renovate, (coll.) to fix sb, to give sb a hard time, to mess with sb,,,,,,,,,,,
3,3,证,zhèng,chứng,證,22,保证 身份证 证 证件 证据,"Chứng cớ, nghĩa là cứ lấy cái đã nghe đã thấy để xét nghiệm thực tình vậy",to admonish, variant of 证,,,,,,,,,,,,,,,,,,,,,,
3,2,支,zhī,chi,支,13,支 支持 支付 支出 支配,"Chi, thứ",surname Zhi,,,,,,,,,,,,,,,,,,,,,,,
3,3,汁,zhī,"trấp, hiệp",汁,4,果汁 橙汁 原汁原味 汁,"Nước, nhựa",juice,,,,,,,,,,,,,,,,,,,,,,,
3,3,职,zhí,chức,職,19,职工 职业 辞职 职能 职位,"Chức, phàm các việc quan đều gọi là chức",,,,,,,,,,,,,,,,,,,,,,,,
3,2,止,zhǐ,chỉ,止,17,防止 停止 禁止 阻止 不止,Dừng lại,to stop, to prohibit, until, only,,,,,,,,,,,,,,,,,,,,
3,3,指,zhǐ,chỉ,指,23,手指 指 指出 指导 指挥,Ngón tay,finger, to point at or to, to indicate or refer to, to depend on, to count on, (of hair) to stand on end,,,,,,,,,,,,,,,,,,
3,3,至,zhì,chí,至,15,至今 至少 甚至 至 不至于,Ðến,to arrive, most, to, until,,,,,,,,,,,,,,,,,,,,
3,2,志,zhì,chí,誌/志,10,杂志 志愿者 志愿 标志 意志,"Chí, nơi để tâm vào đấy gọi là chí",,,,,,,,,,,,,,,,,,,,,,,,
3,3,制,zhì,chế,制/製,33,制定 制度 制造 制作 复制,Phép chế,system, to control, to regulate, variant of 制,,,,,,,,,,,,,,,,,,,,
3,3,终,zhōng,chung,終,11,始终 终于 终点 终身 终止,Hết,,,,,,,,,,,,,,,,,,,,,,,,
3,2,种,zhǒng,"chủng, chúng",種,9,各种 种 种子 多种 种类,Giống thóc,"seed; species; kind; type; classifier for types, kinds, sorts",,,,,,,,,,,,,,,,,,,,,,,
3,3,众,zhòng,chúng,眾,13,观众 听众 大众 群众 众多,"Ðông, nhiều",,,,,,,,,,,,,,,,,,,,,,,,
3,2,猪,zhū,trư,豬,1,猪,Tục dùng như chữ trư 豬,hog, pig, swine,,,,,,,,,,,,,,,,,,,,,
3,3,注,zhù,chú,注/註,11,关注 注意 注册 注射 注视,"Rót, nước chảy rót vào một chỗ gọi là chú",to inject, to pour into, to concentrate, to pay attention, stake (gambling), classifier for sums of money, variant of 注,,,,,,,,,,,,,,,,,
3,3,祝,zhù,"chúc, chú",祝,5,庆祝 祝 祝福 祝贺 祝愿,Khấn,surname Zhu,,,,,,,,,,,,,,,,,,,,,,,
3,2,抓,zhuā,"trảo, trao",抓,3,抓 抓住 抓紧,Gãi,to grab, to catch, to arrest, to snatch, to scratch,,,,,,,,,,,,,,,,,,,
3,2,转,zhuǎn,"chuyển, chuyến",轉,30,转 转变 转动 转告 转身,"Quay vòng, đi vòng quanh, vật gì hình tròn mà quay đi quay lại được gọi là chuyển",see 转文,,,,,,,,,,,,,,,,,,,,,,,
3,3,状,zhuàng,trạng,狀,7,形状 状况 状态 现状 症状,Hình trạng (dáng),,,,,,,,,,,,,,,,,,,,,,,,
3,3,追,zhuī,"truy, đôi",追,11,追 追求 追究 追悼会 追赶,Đuổi theo,to sculpt, to carve, musical instrument (old),,,,,,,,,,,,,,,,,,,,,
3,3,资,zī,tư,資,19,工资 资格 资金 投资 资料,"Của cải, vốn liếng",,,,,,,,,,,,,,,,,,,,,,,,
3,2,总,zǒng,tổng,總,20,总 总结 总是 总共 总理,"Góp, họp, tóm",general, overall, to sum up, in every case, always, invariably, anyway, after all, eventually, sooner or later, surely, (after a person's name) abbr. for 总经理 or 总编 etc,,,,,,,,,,,,
3,2,足,zú,túc,足,18,满足 足够 足球 不足 充足,"Chân, chân người và các giống vật đều gọi là túc cả",excessive,,,,,,,,,,,,,,,,,,,,,,,
3,3,族,zú,tộc,族,7,民族 中华民族 族 上班族 贵族,"Loài, dòng dõi, con cháu cùng một liêu thuộc với nhau gọi là tộc","race; nationality; ethnicity; clan; by extension, social group (e.g. office workers 上班族)",,,,,,,,,,,,,,,,,,,,,,,
4,3,恶,è,"ác, ố",噁/惡,12,恶心 罪恶 丑恶 恶 恶化,"hung ác, ghét, buồn nôn",used in 恶心,,,,,,,,,,,,,,,,,,,,,,,
4,,汇,huì,hối,彙/匯,9,词汇 汇 汇报 汇率 外汇,"gom về, nơi tụ họp, hối đoái",to remit, to converge (of rivers), to exchange,,,,,,,,,,,,,,,,,,,,,
4,3,获,huò,hoạch,獲/穫,9,获 获得 获奖 获取 收获,"thu được, bắt được",(literary) to catch, to capture, (literary) to get, to obtain, to win,,,,,,,,,,,,,,,,,,,
4,3,炼,liàn,luyện,鍊/煉,3,锻炼 炼 提炼,"rèn luyện, luyện kim",to refine, to smelt,,,,,,,,,,,,,,,,,,,,,,
4,3,赞,zàn,tán,讚/贊,11,称赞 赞成 赞赏 赞助 赞不绝口,"khen ngợi, tán thành",,,,,,,,,,,,,,,,,,,,,,,,
4,3,沉,chén,trầm,沉,12,沉 沉默 沉重 沉甸甸 沉淀,"chìm, trầm, nặng",to submerge, to immerse, to sink, to keep down, to lower, to drop, deep, profound, heavy,,,,,,,,,,,,,,,
4,3,既,jì,ký,既,3,既 既然 一如既往,"đã, đã... lại...",already, since, both... (and...),,,,,,,,,,,,,,,,,,,,,
4,3,辣,là,lạt,辣,5,辣 酸甜苦辣 火辣辣 辣椒 麻辣,cay,old variant of 辣,,,,,,,,,,,,,,,,,,,,,,,
4,,郎,láng,lang,郎,1,新郎,"chàng trai, quan lang",,,,,,,,,,,,,,,,,,,,,,,,
4,3,摸,mō,mô,摸,4,摸 触摸 抚摸 摸索,"sờ, vuốt, mò mẫm",to feel with the hand, to touch, to stroke, to grope, to steal, to abstract,,,,,,,,,,,,,,,,,,
4,3,圈,quān,khuyên,圈,4,圈 圈套 圈子 演艺圈,"vòng, khoanh",to confine, to lock up, to pen in,,,,,,,,,,,,,,,,,,,,,
4,3,赏,shǎng,thưởng,賞,5,赏 赞赏 欣赏 观赏 鉴赏,"thưởng, ban thưởng",to bestow (a reward), to give (to an inferior), to hand down, a reward (bestowed by a superior), to appreciate (beauty),,,,,,,,,,,,,,,,,,,
4,3,尚,shàng,thượng,尚,7,高尚 崇尚 风尚 和尚 尚,"còn, thượng, họ Thượng",surname Shang,,,,,,,,,,,,,,,,,,,,,,,
4,,梯,tī,thê,梯,5,电梯 楼梯 滑梯 阶梯 梯子,"thang, cái thang",,,,,,,,,,,,,,,,,,,,,,,,
4,,弯,wān,loan,彎,6,弯 转弯 弯曲 拐弯 急转弯,"cong, uốn cong",to bend, bent, a bend, a turn (in a road etc),,,,,,,,,,,,,,,,,,,,
4,2,研,yán,nghiên,研,9,研究 研究生 研制 研究所 调研,"nghiên cứu, mài",,,,,,,,,,,,,,,,,,,,,,,,
4,,阿,ā,"a, á",阿,2,阿姨 阿拉伯语,"Cái đống lớn, cái gò to",,,,,,,,,,,,,,,,,,,,,,,,
4,3,矮,ǎi,"ải, nụy",矮,2,矮 矮小,"Thấp bé, người lùn",low, short (in length),,,,,,,,,,,,,,,,,,,,,,
4,,案,àn,án,案,8,答案 方案 图案 档案 案件,Cái bàn,,,,,,,,,,,,,,,,,,,,,,,,
4,3,暗,àn,ám,暗,7,暗 暗示 黑暗 暗地里 暗杀,"Tối, trí thức kém cỏi cũng gọi là ám",variant of 暗,,,,,,,,,,,,,,,,,,,,,,,
4,2,巴,bā,ba,巴,5,巴士 大巴 尾巴 嘴巴 巴不得,"Nước Ba, đất Ba",,,,,,,,,,,,,,,,,,,,,,,,
4,3,摆,bǎi,bãi,擺,7,摆 摆动 摆脱 摆放 摆平,Mở ra,to arrange, to exhibit, to move to and fro, a pendulum,,,,,,,,,,,,,,,,,,,,
4,3,败,bài,bại,敗,4,败 打败 失败 腐败,"Hỏng, đổ nát",to defeat, to damage, to lose (to an opponent), to fail, to wither,,,,,,,,,,,,,,,,,,,
4,3,伴,bàn,bạn,伴,9,伙伴 伴 伴侣 伴随 伴奏,Bạn,partner, companion, comrade, associate, to accompany,,,,,,,,,,,,,,,,,,,
4,,薄,báo,"bạc, bác",薄,3,薄 薄弱 单薄,Cỏ mọc từng bụi gọi là bạc,surname Bo,,,,,,,,,,,,,,,,,,,,,,,
4,2,宝,bǎo,bảo,寶,10,宝 宝宝 宝贝 宝贵 宝石,"Báu, phàm vật gì quý đều gọi là bảo cả",variant of 宝,,,,,,,,,,,,,,,,,,,,,,,
4,2,抱,bào,bão,抱,6,抱 抱怨 拥抱 抱歉 抱负,"Ôm, bế",to hold, to carry (in one's arms), to hug, to embrace, to surround, to cherish, (coll.) (of clothes) to fit nicely,,,,,,,,,,,,,,,,,
4,2,贝,bèi,bối,貝,2,宝贝 贝壳,"Con sò, ngày xưa dùng vỏ sò làm tiền tiêu, cho nên những chữ nói về của cải phần nhiều có chữ 貝 ở bên",,,,,,,,,,,,,,,,,,,,,,,,
4,3,倍,bèi,bội,倍,1,倍,Gấp,"(two, three etc) -fold; times (multiplier); double; to increase or multiply",,,,,,,,,,,,,,,,,,,,,,,
4,3,笨,bèn,bổn,笨,3,笨 笨蛋 笨重,"Sù sì, cục kịch, vật gì nặng nề gọi là bổn trọng 笨重",stupid, foolish, silly, slow-witted, clumsy,,,,,,,,,,,,,,,,,,,
4,3,毕,bì,tất,畢,4,毕业 毕业生 毕竟 完毕,"Xong, hết",,,,,,,,,,,,,,,,,,,,,,,,
4,3,闭,bì,bế,閉,6,倒闭 封闭 关闭 闭幕 闭幕式,Ðóng cửa,to close, to stop up, to shut, to obstruct,,,,,,,,,,,,,,,,,,,,
